episode,mean_dist,total_dv,collisions_avoided,slot_drift
41,3767.246603081318,0.09877874376252294,1,11566.109657477708
42,3738.0241509880225,0.11065340042114258,1,11518.058934726972
43,3766.4010068567827,0.10966069647110999,1,11618.466281795845
44,3736.9535962810996,0.11036572698503733,1,11473.146687674853
45,3728.595466010131,0.11077363113872707,1,11488.770457259516
46,3750.310103536402,0.0962964475620538,1,11504.449186889833
47,3724.7433450117364,0.11178216128610075,1,11498.209012917354
48,3712.714469295059,0.09711316879838705,1,11484.543888138254
49,3713.2291009493056,0.10208641784265637,1,11529.705474228655
50,3740.4890209772298,0.1101830042898655,1,11549.886564385923
51,3755.0008753001703,0.11529148137196898,1,11546.878365702689
52,3745.9151690676454,0.09932900522835553,1,11603.516356862901
53,3741.005702692727,0.11254746513441205,1,11483.485687424853
54,3762.6799599631067,0.11218039900995791,1,11600.321081057593
55,3741.4329640736146,0.10493800393305719,1,11515.172375147104
56,3758.3770649552634,0.10793683724477887,1,11538.333427595338
57,3705.3032695318925,0.09349711169488728,1,11530.89765269135
58,3734.489239881643,0.10501275723800063,1,11541.569864419778
59,3754.258283036482,0.10376446996815503,1,11530.252841217667
60,3737.9944772197605,0.1153005741070956,1,11472.84438169871
61,3762.2238311766164,0.10800423426553607,1,11529.649227990594
62,3745.536694745876,0.1012194964569062,1,11515.554833179049
63,3725.187932463742,0.10451502120122313,1,11543.52517899958
64,3721.5776270176916,0.10005739354528487,1,11526.92076624152
65,3733.1328620542504,0.10387227148748934,1,11548.926667313906
66,3747.105658609659,0.10647381958551705,1,11478.512066758527
67,3739.3342803654614,0.09847128437831998,1,11512.28678809507
68,3737.086895992795,0.10487740556709468,1,11569.049656675212
69,3732.2673812042913,0.1136456539388746,1,11513.680388488687
70,3741.0161283128373,0.10291555128060281,1,11503.554043355769
71,3758.503946181458,0.11859107366763055,1,11540.198163568435
72,3745.8588672677265,0.11226646136492491,1,11601.687452500459
73,3739.251366177299,0.092773980461061,1,11511.656780461679
74,3766.3335139939177,0.0969590034801513,1,11611.661508741407
75,3763.4320820272496,0.10771739925257862,1,11551.07396462162
76,3750.0823790892714,0.10650339582934976,1,11583.517176410865
77,3687.4114910200137,0.11284721596166492,1,11462.166790397494
78,3756.7119877576347,0.1003740404266864,1,11533.771427282221
79,3745.8069403554914,0.11016371077857912,1,11508.359089458552
80,3743.665815640576,0.10416071000508964,1,11531.939026293863
81,3770.071046906645,0.11318152281455696,1,11602.4554326634
82,3738.8727367403244,0.1165340228471905,1,11484.384067348454
83,3707.012183555716,0.09576566191390157,1,11541.200990493675
84,3737.3346207654763,0.1142994468100369,1,11479.705692413821
85,3699.7332373092627,0.11330879619345069,1,11532.800954608701
86,3724.7508184116373,0.1016686090733856,1,11510.856495478041
87,3711.683804952402,0.10029928549192846,1,11554.868976463678
88,3755.3739509278253,0.12460074294358492,1,11534.668134289735
89,3725.3969710476426,0.09790793783031404,1,11493.641228319628
90,3721.426323595698,0.10416377685032785,1,11549.91807954654
91,3735.0377759851076,0.09100553393363953,1,11543.732336879735
92,3727.6052201863536,0.10744934645481408,1,11534.863946695687
93,3761.1826447585345,0.107970962068066,1,11544.528027657287
94,3752.914156093611,0.10272476612590253,1,11556.261000634475
95,3759.415532180897,0.10067700990475714,1,11541.32629691966
96,3755.8359284466496,0.09910074900835752,1,11531.024076680545
97,3746.8144540343123,0.11274471133947372,1,11604.045214229116
98,3744.055575078159,0.10937776532955468,1,11519.690424104976
99,3728.102934772355,0.10067575774155557,1,11516.371408846828
100,3747.627689156369,0.10896544554270804,1,11510.501755966612
101,3740.9126971226187,0.10923955333419144,1,11599.266021708438
102,3709.6778029927973,0.1153623613063246,1,11464.084213978245
103,3757.5143201230576,0.11435699532739818,1,11612.891680512388
104,3725.3052003409257,0.10638375882990658,1,11506.962440545205
105,3759.5259367539797,0.10569190513342619,1,11524.787314672561
106,3748.4566006604555,0.11351888813078403,1,11533.551118205021
107,3734.409909497986,0.11510955961421132,1,11473.568238425665
108,3773.0570684314084,0.1025812451262027,1,11597.894649520273
109,3739.9276087627754,0.09997763927094638,1,11494.242402416297
110,3719.06053624873,0.108096455456689,1,11500.346516180785
111,3733.2540817177314,0.11159935966134071,1,11478.498966917276
112,3721.483259793523,0.10459619737230241,1,11541.83699652493
113,3759.2588568546917,0.12300669774413109,1,11538.248039713833
114,3736.9151439216425,0.11416428396478295,1,11472.074539330391
115,3731.0246747801457,0.10258579067885876,1,11534.038278966253
116,3740.8529527385836,0.09716028836555779,1,11605.678810515272
117,3726.0202671965244,0.10965084889903665,1,11536.184615760803
118,3742.474905938524,0.1036243150010705,1,11486.351825831698
119,3750.8725686001244,0.09465007693506777,1,11575.550060413923
120,3743.5245765473874,0.09758742991834879,1,11516.842789321614
121,3741.83315755752,0.11284304922446609,1,11483.214111211673
122,3739.725399294539,0.09820085135288537,1,11585.382967499028
123,3743.315322749914,0.11239976203069091,1,11484.003434080276
124,3699.8887215774043,0.09851076663471758,1,11535.84573088876
125,3757.546530848521,0.11091023031622171,1,11600.561068717881
126,3746.3812818887714,0.10668416786938906,1,11587.65423160234
127,3728.3040458570026,0.10344857606105506,1,11609.970359668921
128,3756.534549234659,0.09626606502570212,1,11522.877446792392
129,3745.272964088499,0.10369819262996316,1,11571.17224174549
130,3750.8815721389683,0.0980566288344562,1,11610.0952532721
131,3727.7588521015728,0.09651137865148485,1,11479.978427573602
132,3727.1228662021235,0.09926915960386395,1,11488.445937386443
133,3759.483224487788,0.1043245973996818,1,11526.55612928154
134,3710.852875174259,0.1312951361760497,1,11488.37110513894
135,3745.1593851855046,0.0990442936308682,1,11595.870924820934
136,3738.3777430702626,0.09986301977187395,1,11550.397184349484
137,3765.7664654336104,0.11054064915515482,1,11599.215153973008
138,3715.618950151152,0.11580106639303267,1,11536.939687953147
139,3758.406657427186,0.10284398472867906,1,11564.979640037367
140,3718.8409097730696,0.09641441493295133,1,11472.528293134
141,3764.1904282252967,0.11291428003460169,1,11543.50923748354
142,3711.9047753511904,0.09896348533220589,1,11481.594952393818
143,3735.480052935783,0.09590699756518006,1,11523.857611833128
144,3745.59940609878,0.10746241779997945,1,11510.141337189481
145,3768.389050789413,0.09690712578594685,1,11607.10118677337
146,3733.2022560079085,0.10311625804752111,1,11493.005232131902
147,3719.175792141075,0.11543586081825197,1,11480.56833849147
148,3769.085406971293,0.09709253814071417,1,11573.697340785198
149,3761.6976476702375,0.10316773387603462,1,11607.999298282955
150,3759.8808027356035,0.11372256721369922,1,11605.688848935864
151,3731.9733536809417,0.10362807800993323,1,11487.507764966798
152,3755.3341554938365,0.09150096587836742,1,11520.111639738272
153,3714.91167047891,0.09963431884534657,1,11495.17326813714
154,3763.8375030928023,0.11512708803638816,1,11606.100529683736
155,3757.423762349683,0.09903590544126928,1,11600.187188635611
156,3764.354534174403,0.109633416403085,1,11593.05566929099
157,3763.9661871256103,0.09897170402109623,1,11549.29350885071
158,3727.5990103482386,0.10098290676251054,1,11563.22048137421
159,3749.4218714545227,0.10129074985161424,1,11540.367813011706
160,3701.025566578848,0.10332610784098506,1,11483.909335048169
161,3727.3504961336776,0.10555354505777359,1,11528.404341501853
162,3706.0931853147245,0.1145385738927871,1,11484.763301061159
163,3723.8670924557005,0.1046372246928513,1,11527.758329295011
164,3749.3042894524183,0.09851284185424447,1,11597.493863196421
165,3753.3457557852785,0.09743004571646452,1,11550.672502259418
166,3712.91731735681,0.09651096211746335,1,11481.505514921011
167,3735.052857599588,0.11490325280465186,1,11476.418591752796
168,3722.058703144915,0.10943908290937543,1,11520.421369914991
169,3707.781522247823,0.10877040261402726,1,11456.729839841326
170,3748.1905969216023,0.12401782907545567,1,11533.369599244228
171,3730.6795759979645,0.10678916680626571,1,11486.710492387565
172,3730.142047727394,0.12024592887610197,1,11538.01767529825
173,3754.6262428807704,0.09808818902820349,1,11551.313185300483
174,3739.679131923041,0.10399998002685606,1,11487.936268750776
175,3740.7557475461585,0.1256523933261633,1,11527.695473660024
176,3756.1837448003157,0.09354480565525591,1,11580.515023516042
177,3733.841630742891,0.10492934077046812,1,11540.200184885573
178,3740.8932208826936,0.08974893763661385,1,11514.475291616474
179,3739.6182483592984,0.10278099542483687,1,11539.477305592329
180,3755.8064969203265,0.09785268385894597,1,11586.978543104673
181,3757.1289804132857,0.09700463176704943,1,11564.023031943416
182,3713.9978686056534,0.10761613864451647,1,11509.086383650307
183,3729.803153400822,0.11712769814766943,1,11473.267661454393
184,3749.114008512828,0.09379256330430508,1,11521.240687644548
185,3722.9772903806343,0.0996222801040858,1,11499.412953736446
186,3705.0163251667605,0.11707847868092358,1,11456.197899951527
187,3759.064041533129,0.10839523887261748,1,11530.873428522247
188,3757.8174442815916,0.10119709419086576,1,11555.373762372437
189,3703.74529366291,0.09684805851429701,1,11529.822146206838
190,3764.644340744932,0.1143627343699336,1,11611.30122234897
191,3726.178281572119,0.10917279357090592,1,11519.122858877232
192,3714.009082694827,0.11392721789889038,1,11468.807623732218
193,3767.7633477692657,0.0986408512108028,1,11589.590283727797
194,3752.6992887086176,0.1028163037262857,1,11564.064209430284
195,3711.064531661726,0.1116519970819354,1,11485.865064762858
196,3713.156841341814,0.11374619812704623,1,11473.006487695502
197,3728.602041674816,0.09628545911982656,1,11534.293726467738
198,3751.834174530174,0.10315552446991205,1,11546.605262264937
199,3723.783667040832,0.10204264498315752,1,11526.113642122182
200,3716.254594817736,0.09806026797741652,1,11610.170432042007
201,3726.387234071421,0.09782647085376084,1,11517.200950906132
202,3730.0177811308135,0.11074843420647085,1,11595.991361492757
203,3752.3258449203227,0.1024510795250535,1,11577.143086749287
204,3755.3496668423413,0.1164143227506429,1,11542.16422195655
205,3740.4197791778956,0.11505421553738415,1,11584.737869530614
206,3728.2662637062163,0.10184360085986555,1,11527.204140619451
207,3727.034321681797,0.11074481368996203,1,11502.73886767966
208,3744.5329355550593,0.1037511769682169,1,11524.903163912757
209,3748.830692946179,0.10314714978449047,1,11516.45226561054
210,3733.9371264737706,0.11856896779499948,1,11484.336812694582
211,3747.7491042758415,0.10459211887791753,1,11592.75413863291
212,3736.8258932341178,0.09741175803355873,1,11596.369648951328
213,3742.5786253669517,0.10448185098357499,1,11491.500023368642
214,3754.7723457472644,0.10699827247299254,1,11529.42509655858
215,3738.4197654177624,0.10907328128814697,1,11508.065955609709
216,3725.7055526592335,0.09292785474099219,1,11512.108477789627
217,3763.1257484503776,0.0965492979157716,1,11576.15406314164
218,3753.954227989153,0.12407917296513915,1,11515.352953457721
219,3721.5349134392686,0.10194931318983436,1,11530.42135569834
220,3706.2366814171105,0.09981137793511152,1,11537.701938311444
221,3727.7713653898045,0.10498863365501165,1,11483.420611729298
222,3745.529900156042,0.1115781762637198,1,11579.656562651111
223,3732.856063340964,0.09842776949517429,1,11481.483520529804
224,3719.937313510328,0.10434327088296413,1,11557.123311061036
225,3756.935927943146,0.10888561047613621,1,11528.187337470843
226,3762.749021600633,0.09993638843297958,1,11603.576891967017
227,3707.868121199629,0.09771804441697896,1,11486.15803608151
228,3744.1286597078056,0.097703279228881,1,11534.109818185063
229,3722.893790601759,0.12345628719776869,1,11488.77103574947
230,3710.1385002538086,0.10050135222263634,1,11583.058660043576
231,3716.264218994042,0.12711882800795138,1,11500.849150756208
232,3731.7485368822895,0.09434478939510882,1,11510.951520574372
233,3756.638067689511,0.09826749609783292,1,11575.48597090167
234,3768.294091504691,0.09705164725892246,1,11600.498125654374
235,3705.121363482112,0.10633415938355029,1,11467.994372106381
236,3741.337772222661,0.10459992126561701,1,11534.409392125459
237,3723.8270019264814,0.128054077969864,1,11511.301735239533
238,3728.517549373818,0.09718076977878809,1,11504.45031145076
239,3752.6731138122605,0.09438425162807107,1,11578.837745924628
240,3735.8104717717692,0.10261028446257114,1,11555.996898096966
241,3728.0314484994756,0.09655017056502402,1,11541.15521527432
242,3755.5671372883808,0.10786613915115595,1,11521.7908012444
243,3763.6396935133303,0.10376530303619802,1,11556.590921473799
244,3738.8087697107458,0.10273434198461473,1,11497.283348117702
245,3734.72994264142,0.10743226134218276,1,11493.350422242775
246,3739.2167512262977,0.09465580969117582,1,11548.51000239548
247,3754.3560618101537,0.10835223272442818,1,11526.241550525448
248,3744.808176100793,0.09630567161366343,1,11521.987443058879
249,3745.1274627705743,0.10838416032493114,1,11477.271776398362
250,3756.7128269834784,0.11404074309393764,1,11606.762613509984
251,3761.9892286700237,0.0979250269010663,1,11604.12949113542
252,3719.491127211632,0.10805302788503468,1,11507.689555535211
253,3737.7678401413427,0.10834737541154027,1,11516.425129347252
254,3745.7390746207807,0.09692815295420587,1,11574.207057345748
255,3684.965950318056,0.10327888117171824,1,11486.496900005965
256,3755.5556639114043,0.104814711259678,1,11544.518446418002
257,3725.7042465581403,0.09842396201565862,1,11594.032426936372
258,3759.2266534994696,0.09639015980064869,1,11580.852245303962
259,3768.5551900325245,0.10248538595624268,1,11608.005110343462
260,3744.573607098962,0.09769958117976785,1,11533.622039740922
261,3701.6333637846305,0.11744974902831018,1,11459.764938514589
262,3713.9899198356948,0.10679122875444591,1,11486.442340412694
263,3747.312525184624,0.12299998942762613,1,11536.759290440204
264,3743.898774363827,0.09963721106760204,1,11504.691064522509
265,3724.38842901811,0.10137024079449475,1,11528.638678754663
266,3739.755677639914,0.10235694330185652,1,11580.61883857983
267,3736.322188152714,0.10432280600070953,1,11490.355764391448
268,3722.4681934474993,0.10865205083973706,1,11492.246720796702
269,3757.8345323154326,0.0999081046320498,1,11598.728436207795
270,3761.857433200509,0.09757908480241895,1,11545.618257620154
271,3756.809648819681,0.10914559569209814,1,11576.930241262937
272,3725.848883675198,0.10546132340095937,1,11484.349755044608
273,3730.7668479754834,0.10627929610200226,1,11508.450081311226
274,3735.872625369774,0.09881451493129134,1,11495.564379455156
275,3751.4908180213606,0.1117708757519722,1,11499.339167123078
276,3761.7318959201675,0.10430522728711367,1,11544.811355992773
277,3697.633103752423,0.09151689847931266,1,11505.899834523569
278,3756.8381051573297,0.09743137727491558,1,11548.321009341931
279,3734.584982700423,0.10977474274113774,1,11516.550199332256
280,3726.4587296819436,0.10856257565319538,1,11471.490646559807
281,3748.743715351981,0.11527141416445374,1,11537.515466244833
282,3725.710979927531,0.11584404110908508,1,11522.45807200472
283,3731.1861777544646,0.10136912344023585,1,11497.29894293584
284,3731.8644326907215,0.10503249196335673,1,11485.59543845973
285,3735.218570728511,0.09961973200552166,1,11503.772624633284
286,3767.5217825326986,0.10109738144092262,1,11558.434620302458
287,3707.4598332317414,0.10075441771186888,1,11465.090733048779
288,3688.5230645774063,0.09528783801943064,1,11474.260740054571
289,3710.0155605725085,0.12776948511600494,1,11482.385804900458
290,3760.993181838028,0.10867004049941897,1,11589.520822557244
291,3713.2964060111626,0.11542478855699301,1,11465.835573338396
292,3712.680903507755,0.1020989811513573,1,11464.068757315394
293,3731.1313913224735,0.10534054413437843,1,11540.643558940803
294,3726.3004274681375,0.1044629761017859,1,11558.819088357843
295,3714.1431204658975,0.11751599842682481,1,11536.69034827268
296,3773.690540087082,0.09426571195945144,1,11584.167033168498
297,3729.794706366559,0.09335922077298164,1,11523.550056234431
298,3735.9772462110955,0.10522778704762459,1,11544.779498360676
299,3753.944992062579,0.09547929116524756,1,11567.120834900024
300,3723.2478355937264,0.11438573617488146,1,11484.280693184613
301,3714.8111145566268,0.10561232105828822,1,11554.674350203497
302,3746.8089125679294,0.10497698909603059,1,11581.888180777329
303,3734.634497420816,0.11143927136436105,1,11551.937152235832
304,3770.5419743813263,0.10314996377564967,1,11622.345524604094
305,3744.9962402895662,0.09918461134657264,1,11548.166842340588
306,3717.5229436444156,0.11018996359780431,1,11502.297887462437
307,3748.9131592559525,0.10098386858589947,1,11523.379514737291
308,3764.957482094313,0.10854793689213693,1,11573.454764998962
309,3761.0041653846074,0.1064959701616317,1,11542.03551112039
310,3737.4053823369195,0.1171122444793582,1,11487.250181206284
311,3726.1210984578124,0.12187610124237835,1,11520.20176689569
312,3716.1033723593637,0.09588881605304778,1,11490.35451621499
313,3755.5705010930337,0.12058325042016804,1,11541.722629101268
314,3740.99746672547,0.10960549558512866,1,11512.634175988134
315,3750.152269714484,0.10575405112467706,1,11499.42629559705
316,3742.5015931007465,0.11003654263913631,1,11515.85055048747
317,3762.1144203733916,0.11407116171903908,1,11613.029714342938
318,3734.152241970232,0.1141224626917392,1,11474.152244215556
319,3731.86367307712,0.11389905284158885,1,11474.554456135964
320,3725.9766080997933,0.10676369885914028,1,11523.724220008427
321,3736.7413854519996,0.10227262252010405,1,11519.81359428502
322,3746.5905315385608,0.09650509292259812,1,11544.025790108306
323,3715.0351714493154,0.11263865791261196,1,11535.017061651342
324,3705.1255350267816,0.11378434929065406,1,11471.45052131841
325,3754.066111180269,0.12218578020110726,1,11538.236727027528
326,3746.7814676136663,0.1113573822658509,1,11520.428858503783
327,3764.033468963728,0.10842710151337087,1,11595.716364685653
328,3702.33771567509,0.09097274579107761,1,11550.63289480757
329,3750.142735799728,0.10472765122540295,1,11532.816828473566
330,3756.9782932318253,0.09781932015903294,1,11555.406652791618
331,3732.9543906786103,0.09866307093761861,1,11565.154726713057
332,3761.7766876837863,0.10196008416824043,1,11590.657273673483
333,3749.8460438892703,0.10631512384861708,1,11524.859635748493
334,3730.9005989165817,0.10101379849947989,1,11535.386132320238
335,3736.1472712005825,0.09964393288828433,1,11486.412489368167
336,3737.4068782970794,0.11017711064778268,1,11532.131556178761
337,3762.544117818065,0.10753260692581534,1,11537.93593716395
338,3766.9576941682076,0.09704514616169035,1,11605.760308678706
339,3750.884213805593,0.09416873706504703,1,11587.527147821518
340,3764.4919327074776,0.09973556222394109,1,11555.704553781252
341,3741.6946508856645,0.09703321428969502,1,11531.986430312932
342,3736.5699270865703,0.11324454518035054,1,11589.971612997626
343,3743.8376772881406,0.10156673262827098,1,11540.231767559546
344,3747.996244461547,0.10922700073570013,1,11520.248884371862
345,3752.7783312648767,0.11490263021551073,1,11546.682850990905
346,3722.356838333633,0.09714400419034064,1,11520.6670237795
347,3752.5207176057106,0.13056991272605956,1,11516.458796099825
348,3727.3595800914127,0.10732858418487012,1,11475.510541767848
349,3754.849206328287,0.11309349350631237,1,11549.130016293235
350,3751.959560138276,0.10078958375379443,1,11546.927830319186
351,3747.0174383548842,0.12080402113497257,1,11536.611552905339
352,3739.5754676158717,0.0933043856639415,1,11531.722672849823
353,3772.350905027486,0.09704317757859826,1,11620.890105414668
354,3748.924495204197,0.09430795372463763,1,11550.718172754632
355,3690.113382892965,0.09899208857677877,1,11504.195056188028
356,3706.5960279578076,0.10658999416045845,1,11471.003336204878
357,3743.4384714200437,0.11268363078124821,1,11571.2599533434
358,3724.493017003965,0.10529227368533611,1,11467.58373292245
359,3743.4105998995324,0.10211321921087801,1,11524.102402775407
360,3722.617210458741,0.09967648843303323,1,11475.392181876305
361,3726.0132862901737,0.10814844048582017,1,11603.535634350988
362,3757.7053333328704,0.10001186071895063,1,11554.053568141851
363,3759.678091094845,0.11353926290757954,1,11601.116631336447
364,3756.045410805815,0.11258362722583115,1,11614.943609813989
365,3746.4377843697293,0.10089744906872511,1,11499.360695174575
366,3738.9368229423458,0.1083253831602633,1,11480.025708561257
367,3760.729585575738,0.12051939964294434,1,11541.906716244093
368,3740.571231567323,0.09906318644061685,1,11513.511698189532
369,3744.6381284676986,0.11562145664356649,1,11478.112515125176
370,3746.4328358309413,0.12693351181223989,1,11528.524236460717
371,3711.950789788477,0.11167017836123705,1,11527.744235432976
372,3724.4115680634754,0.11294188699685037,1,11526.944998307188
373,3710.545776822544,0.10415835166350007,1,11492.727352567554
374,3725.969098809986,0.11324449931271374,1,11472.929293062454
375,3759.5170506043337,0.11994467885233462,1,11531.354900100512
376,3745.1746786628705,0.11562015977688134,1,11542.570669927502
377,3729.280078962205,0.09137736028060317,1,11529.416377431528
378,3738.521599765932,0.09852186311036348,1,11490.742711227316
379,3741.1285776015934,0.10784617508761585,1,11560.333679878466
380,3749.4222892355533,0.10764627950266004,1,11607.123620165348
381,3737.7107168775133,0.10418076440691948,1,11551.266889484214
382,3699.652406981209,0.10065415338613093,1,11502.117604276045
383,3748.8865106439525,0.09898752043955028,1,11548.857860542637
384,3732.9331866264843,0.11816494446247816,1,11509.936695872217
385,3754.939868106747,0.09047880629077554,1,11517.861597989278
386,3760.6596793787544,0.09882895066402853,1,11583.728195867383
387,3726.9691564523264,0.12046729493886232,1,11536.480888739605
388,3752.3898208413634,0.09855528152547777,1,11547.254058373826
389,3751.1927061207834,0.09768493007868528,1,11589.18675935115
390,3736.337926490917,0.10991933080367744,1,11586.099972557631
391,3723.638940178309,0.10445116087794304,1,11586.95753262852
392,3708.5603490195394,0.09573231055401266,1,11520.54224240883
393,3766.434611910418,0.11173091945238411,1,11590.473171424797
394,3729.576377383894,0.09463188447989523,1,11521.226453080953
395,3747.848475810897,0.12432644586078823,1,11531.121194498515
396,3770.02258909098,0.11185915255919099,1,11592.403047021455
397,3737.860344995704,0.10769644589163363,1,11523.277051489857
398,3749.3481516625543,0.10135647701099515,1,11525.353091451674
399,3752.5782550279005,0.10629000049084425,1,11581.723695802973
400,3719.4137011571966,0.10180830839090049,1,11523.088233287444
401,3752.5422618437083,0.09116244991309941,1,11516.886515136588
402,3744.288621742314,0.11429772968403995,1,11588.031103044708
403,3730.077255695768,0.11261001136153936,1,11485.223668936793
404,3756.7466398320444,0.1020381769631058,1,11576.233844705808
405,3753.9875480415967,0.10060228104703128,1,11533.67796725536
406,3754.0569755186975,0.10259471903555095,1,11554.604682676645
407,3734.1180224828363,0.1028676915448159,1,11503.01757275556
408,3750.164945310651,0.11209167959168553,1,11601.082848425105
409,3752.296280603031,0.10535787255503237,1,11533.942318840918
410,3739.19293361756,0.11106916144490242,1,11480.822716481409
411,3712.872561466699,0.10021883016452193,1,11503.875319153718
412,3743.0717910864196,0.11878671823069453,1,11498.455795561933
413,3746.615654341809,0.09702881867997348,1,11546.369669737278
414,3748.779755782493,0.10297402925789356,1,11531.86009781277
415,3711.712473475766,0.09554238128475845,1,11516.906374222985
416,3733.6459014805473,0.12151949247345328,1,11490.262153478528
417,3701.833793798588,0.10049260943196714,1,11504.31660628011
418,3739.551992799259,0.1088469389360398,1,11514.18126533904
419,3731.6265569141847,0.09708925802260637,1,11530.157248316278
420,3743.1727648145907,0.09339920827187598,1,11510.565247956521
421,3738.6874115766364,0.09297604952007532,1,11500.505470696915
422,3703.3636118436348,0.09926161891780794,1,11473.995226581499
423,3740.8337389998737,0.09321932890452445,1,11503.967409176721
424,3690.0977839997536,0.09880184382200241,1,11503.703996965998
425,3689.0269638121686,0.11058015725575387,1,11466.793327420024
426,3730.430860142494,0.10604535625316203,1,11613.326967133493
427,3717.249813431267,0.11802008468657732,1,11469.60447864708
428,3732.2893690716805,0.10161672090180218,1,11548.792208113644
429,3748.556025778312,0.10755369532853365,1,11526.457721604813
430,3763.9739491368487,0.10731997690163553,1,11543.80703327525
431,3751.2494563916343,0.09814896923489869,1,11551.340233101359
432,3726.6187132893524,0.10452099028043449,1,11520.379674404267
433,3706.2698235547014,0.09504227573052049,1,11546.916658095379
434,3721.8705943794344,0.1123498824890703,1,11500.540473107487
435,3743.433608950883,0.10976651753298938,1,11552.601999603654
436,3751.221654743776,0.09568195487372577,1,11509.15331603119
437,3724.708489215836,0.10290273977443576,1,11503.545778426347
438,3763.2197533019767,0.10623781592585146,1,11554.713358404195
439,3759.0529009421207,0.10518490220420063,1,11536.97900099018
440,3753.376756701834,0.11100250040180981,1,11523.188677742297
441,3738.1602644539403,0.11138183390721679,1,11479.35992165512
442,3731.781092669796,0.09694727533496916,1,11480.911606401429
443,3750.9300250748934,0.09338733181357384,1,11509.785197370156
444,3725.2618499098458,0.09804008854553103,1,11487.864505383997
445,3740.3712402263777,0.10022997693158686,1,11515.656949767874
446,3748.4927367538007,0.10535978013649583,1,11524.316097960053
447,3725.531979684423,0.1054430699441582,1,11523.05546941231
448,3721.3273613704346,0.11306229257024825,1,11463.561189683904
449,3746.945560431125,0.0954848809633404,1,11500.475521554587
450,3757.913120604717,0.11537405615672469,1,11605.255092174199
451,3736.668959532776,0.09575422503985465,1,11542.927687642106
452,3705.497111741716,0.10333354561589658,1,11515.951620310732
453,3707.6987847073574,0.10478999046608806,1,11544.976843178752
454,3716.5187245223965,0.10498377797193825,1,11494.448804772876
455,3684.9702366246247,0.09788200538605452,1,11469.769735239992
456,3749.6963922981113,0.1100970571860671,1,11595.585043373347
457,3729.967649552292,0.11290613608434796,1,11480.350351010695
458,3724.163067257041,0.10241712792776525,1,11477.853398223406
459,3751.9215111905173,0.10357005661353469,1,11504.569472208912
460,3742.9549901644887,0.12051699846051633,1,11507.773618087558
461,3752.1261380838837,0.11030893307179213,1,11523.721007038066
462,3710.587030976704,0.09070928464643657,1,11510.680021494081
463,3741.4044655877606,0.09950073226355016,1,11582.066718601453
464,3713.4183135381227,0.09182063490152359,1,11514.085759058413
465,3751.751320560552,0.10223432839848101,1,11549.879233783538
466,3723.281911014491,0.09685793379321694,1,11512.587327260424
467,3753.537321430666,0.1169755149167031,1,11538.554185207206
468,3761.066956238374,0.10357321356423199,1,11550.128316938768
469,3771.5375476295712,0.1094272998161614,1,11577.550976104676
470,3759.5756879431347,0.10697156353853643,1,11526.770308127065
